subject,body,label
Deadline within 30 minutes: SLA breach warning,We need a decision on the SLA breach warning within 30 minutes. Attach the latest evidence and confirm the accountable owner. Reference ID EMAIL-00358.,important
Urgent: SLA breach warning for BluePeak Bank,"BluePeak Bank is blocked because of a SLA breach warning. Please respond before the client call with owner, status, and next action. Reference ID EMAIL-03868.",important
Deadline by noon: release rollback decision,"Northwind Health is blocked because of a release rollback decision. Please respond by noon with owner, status, and next action. Reference ID EMAIL-00052.",important
Reminder: weekly newsletter,The latest information for weekly newsletter is now available. Save it for reference whenever convenient. Reference ID EMAIL-00576.,normal
Action required: payroll approval deadline,"The operations team found a payroll approval deadline. This may affect customers, revenue, access, or compliance unless handled by noon. Reference ID EMAIL-04108.",important
Customer impact alert: payroll approval deadline,"BrightPath Schools is blocked because of a payroll approval deadline. Please respond before payroll closes with owner, status, and next action. Reference ID EMAIL-04513.",important
parking notice available,Please see the attached information about parking notice. It is informational and can be reviewed when convenient. Reference ID EMAIL-01310.,normal
FYI: optional wellness webinar,The hr team published details for optional wellness webinar. No action is required unless you want to participate. Reference ID EMAIL-00107.,normal
Customer impact alert: contract renewal deadline,We need a decision on the contract renewal deadline within 30 minutes. Attach the latest evidence and confirm the accountable owner. Reference ID EMAIL-00286.,important
office plant schedule available,This is a routine note about office plant schedule. You can read it next month. Reference ID EMAIL-02465.,normal
Legal escalation: refund exception approval,"Nimbus Travel is blocked because of a refund exception approval. Please respond by noon with owner, status, and next action. Reference ID EMAIL-00515.",important
Deadline within 24 hours: tax filing document request,"Nimbus Travel is blocked because of a tax filing document request. Please respond within 24 hours with owner, status, and next action. Reference ID EMAIL-00380.",important
